,BP_date,address,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified
0,,1513 - 1517 CHURCH ST,0.0,0.0,6593022,2012-06-28,PL FILED,,,,False,2012-06-28,2012-06-28,2012-06-28,2012-06-28,PL FILED,"('2012-06-28', '2012-06-28', '2012-06-28', '2012-06-28', '2012-06-28', '2012-06-28')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2017,Proposed,2.0,1.0,-122.426658496,37.7465793423,NC-1,NC-1
0,,2420 03RD ST,0.0,0.0,4108003,2014-05-08,BP FILED,,,201405085278,True,2014-05-08,2014-05-08,2014-05-08,2014-05-08,BP FILED,"('2014-05-08', '2014-05-08')",,"('BP FILED', 'BP FILED')",1,2015,Proposed,9.0,9.0,-122.38872197,37.758940623600004,UMU,UMU
0,,2435-2445 16TH ST,6.0,6.0,3965021,2015-03-25,PL FILED,,,,True,2014-08-01,2015-03-25,2014-08-01,2015-03-25,PL FILED,"('2015-03-25', '2015-03-25', '2015-03-25')",,"('PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,53.0,53.0,-122.41111997700001,37.7653208742,UMU,UMU
0,2015-03-02,923 FOLSOM STREET,14.0,14.0,3753106,2015-09-29,CONSTRUCTION,10/01/2015,2015-09-29,201311202410,False,2013-05-23,2013-05-23,2013-05-23,2015-09-29,CONSTRUCTION,"('2013-05-23', '2013-05-23', '2013-11-20', '2013-11-20', '2013-11-20', '2013-11-20', '2015-03-02', '2015-05-12', '2015-05-12', '2015-09-29')",861.0,"('PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",3,2015,Under Construction,115.0,115.0,-122.40338078100001,37.7796093041,MUR,MUR
0,,955 POST ST,0.0,0.0,0302021,2016-12-09,PL FILED,,,,False,2016-06-10,2016-12-09,2016-06-10,2016-12-09,PL FILED,"('2016-12-09', '2016-12-09', '2016-12-09')",,"('PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,94.0,94.0,-122.417640686,37.7868309021,,
0,,CPMC HOSPITAL - VAN NESS & GEARY CAMPUS,0.0,-20.0,0694005,2017-09-28,CONSTRUCTION,,2015-07-17,201112090400,False,2010-06-10,2015-07-17,2010-06-10,2017-09-28,CONSTRUCTION,"('2015-07-17', '2016-09-26', '2016-12-27', '2017-03-27', '2017-09-28')",,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,0.0,-25.0,-122.42023468020001,37.7860946655,RC-4,RC-4
0,,963 NORTH POINT ST,,,0453013,2009-07-15,CONSTRUCTION,10/01/2009,2009-07-15,200610124833,False,2006-10-12,2009-07-15,2006-10-12,2009-07-15,CONSTRUCTION,"('2009-07-15',)",1085.0,"('CONSTRUCTION',)",3,2009,Under Construction,2.0,2.0,-122.42296200000001,37.80525,NC-1,NC-1
0,2016-05-09,1238 SUTTER ST,4.0,4.0,0670011,2017-08-08,CONSTRUCTION,,2016-12-29,201507161644,False,2015-07-16,2015-07-16,2015-07-16,2017-08-08,CONSTRUCTION,"('2015-07-16', '2015-07-16', '2015-07-16', '2016-05-09', '2016-05-09', '2016-12-29', '2017-03-15', '2017-08-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,37.0,37.0,-122.4208221436,37.787929534899995,,
0,,938 HOWARD ST,,,3725015,2006-03-27,PL FILED,,,,False,2006-03-27,2006-03-27,2006-03-27,2006-03-27,PL FILED,"('2006-03-27', '2006-03-27', '2006-03-27', '2006-03-27', '2006-03-27', '2006-03-27', '2006-03-27', '2006-03-27')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2011,Proposed,154.0,154.0,-122.40600400000001,37.780854,RSD,RSD
0,2013-12-19,1470 MCALLISTER ST,0.0,0.0,0776035,2016-06-15,CONSTRUCTION,10/01/2016,2015-05-22,201302150317,False,2013-02-15,2013-02-15,2013-02-15,2016-06-15,CONSTRUCTION,"('2013-02-15', '2013-02-15', '2013-02-15', '2013-12-19', '2013-12-19', '2013-12-19', '2013-12-19', '2013-12-19', '2015-05-22', '2015-05-22', '2015-05-22', '2015-05-22', '2015-05-22', '2016-06-15', '2016-06-15')",1324.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,3.0,3.0,-122.436398168,37.7782758913,RM-1,RM-1
0,2010-04-23,1455 03RD ST,0.0,0.0,8720016,2010-04-23,BP ISSUED,,,200806104062,True,2006-10-05,2008-06-10,2006-10-05,2010-04-23,BP ISSUED,"('2008-06-10', '2008-06-10', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23', '2010-04-23')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2015,Building Permit Approved,0.0,0.0,-122.38853615299999,37.771587703200005,MB-RA,MB-RA
0,2014-09-25,347 CRESCENT AV,0.0,0.0,5744075,2015-01-28,BP ISSUED,,,200806043667,False,2008-06-04,2008-06-04,2008-06-04,2015-01-28,BP ISSUED,"('2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2014-09-25', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28', '2015-01-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,2.0,-122.4177780151,37.735160827600005,RH-2,RH-2
0,,274 06TH AV,,,1428027,2008-04-08,BP FILED,,,200804089107,True,2008-04-08,2008-04-08,2008-04-08,2008-04-08,BP FILED,"('2008-04-08',)",,"('BP FILED',)",3,2009,Proposed,3.0,2.0,-122.46429099999999,37.783519,RM-1,RM-1
0,,701 HAMPSHIRE ST,0.0,0.0,4078018,2017-01-24,BP FILED,,,201701247741,False,2017-01-24,2017-01-24,,2017-01-24,BP FILED,"('2017-01-24', '2017-01-24')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,8.0,2.0,-122.4078598022,37.76039505,,
0,,173 MARSTON ST (AKA 324 HAVELOCK ST,,,3185023,2014-06-23,CONSTRUCTION,07/01/2014,2014-06-23,201008168852,False,2010-08-17,2010-08-19,2010-08-17,2014-06-23,CONSTRUCTION,"('2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2014-06-23')",1414.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION')",2,2014,Under Construction,1.0,1.0,-122.447303,37.726904,RH-1,RH-1
0,2012-10-01,12 SHERMAN ST,0.0,0.0,3754042,2012-11-26,BP ISSUED,,,200702204428,True,2007-02-20,2007-02-20,2007-02-20,2012-11-26,BP ISSUED,"('2007-02-20', '2007-02-20', '2007-02-20', '2007-02-20', '2007-02-20', '2007-02-20', '2007-02-20', '2007-02-20', '2007-02-20', '2007-02-20', '2007-02-20', '2007-02-20', '2012-10-01', '2012-11-26', '2012-11-26', '2012-11-26', '2012-11-26', '2012-11-26', '2012-11-26', '2012-11-26', '2012-11-26', '2012-11-26', '2012-11-26', '2012-11-26', '2012-11-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2015,Building Permit Approved,3.0,3.0,-122.406803895,37.7770094,MUG,MUG
0,,10 ROUSSEAU ST,,,6747015,2008-08-19,CONSTRUCTION,10/01/2010,2008-08-19,200502236042,False,2005-02-23,2008-08-19,2005-02-23,2008-08-19,CONSTRUCTION,"('2008-08-19', '2008-08-19', '2008-08-19', '2008-08-19', '2008-08-19')",2046.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,2.0,2.0,-122.430259,37.73332,RH-2,RH-2
0,2016-03-21,2601 VAN NESS AV,0.0,0.0,0522002A,2016-04-04,BP ISSUED,,,201406269575,False,2013-08-22,2013-08-28,2013-08-22,2016-04-04,BP ISSUED,"('2013-08-28', '2013-08-28', '2013-08-28', '2014-05-13', '2014-05-13', '2014-05-13', '2014-05-13', '2014-05-13', '2014-05-13', '2014-06-26', '2016-03-21', '2016-04-04', '2016-04-04', '2016-04-04', '2016-04-04', '2016-04-04')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,26.0,26.0,-122.4246139526,37.7996635437,RC-3,RC-3
0,,124 BACHE ST,,,5826007,2005-04-27,BP FILED,,,200504271067,True,2005-04-27,2005-04-27,2005-04-27,2005-04-27,BP FILED,"('2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27', '2005-04-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2013,Proposed,2.0,2.0,-122.417699,37.733846,RH-2,RH-2
0,,815 TENNESSEE STREET,10.0,10.0,4059001A,2014-05-05,BP FILED,,,201405054911,True,2013-05-16,2013-05-16,2013-05-16,2014-05-05,BP FILED,"('2013-05-16', '2013-05-16', '2013-12-06', '2013-12-06', '2014-05-05', '2014-05-05', '2014-05-05', '2014-05-05', '2014-05-05', '2014-05-05')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2015,Proposed,69.0,69.0,-122.389250748,37.7612283755,UMU,UMU
0,2013-09-27,425 MISSION ST,0.0,0.0,3720001,2015-07-10,CONSTRUCTION,07/01/2015,2014-06-25,201303132080,False,2008-07-01,2008-07-01,2008-07-01,2015-07-10,CONSTRUCTION,"('2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2013-03-13', '2013-03-13', '2013-09-27', '2013-09-27', '2013-09-27', '2014-06-25', '2014-06-25', '2015-02-03', '2015-02-03', '2015-07-10')",2556.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,0.0,0.0,-122.396595638,37.7896913805,C-3-O(SD),C-3-O(SD)
0,,1318 COLE ST,0.0,0.0,1286024,2017-02-06,CONSTRUCTION,,2016-06-30,201510210391,False,2015-10-21,2015-10-21,2015-10-21,2017-02-06,CONSTRUCTION,"('2015-10-21', '2015-10-21', '2016-06-30', '2016-07-07', '2016-11-22', '2017-02-06', '2017-02-06')",,"('BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,2.0,1.0,-122.4489440918,37.7622337341,,
0,2015-06-19,136 SOUTH PARK ST,0.0,0.0,3775063,2015-06-19,BP ISSUED,,,200504281137,False,2005-04-28,2015-06-19,2005-04-28,2015-06-19,BP ISSUED,"('2015-06-19', '2015-06-19', '2015-06-19', '2015-06-19', '2015-06-19')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.3946762085,37.781497955300004,SPD,SPD
0,2013-05-17,451 HUDSON AV,0.0,0.0,4591C045,2015-10-21,CONSTRUCTION,10/01/2015,2014-05-12,201202295147,False,2012-02-29,2013-05-17,2012-02-29,2015-10-21,CONSTRUCTION,"('2013-05-17', '2013-05-17', '2013-05-17', '2014-05-12', '2014-09-15', '2015-01-14', '2015-01-14', '2015-07-28', '2015-10-21')",1310.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,9.0,9.0,-122.368894098,37.7287620644,RM-1,RM-1
0,,143 04TH AV,,,1364008,2007-09-26,BP FILED,,,200709263787,True,2007-09-26,2007-09-26,2007-09-26,2007-09-26,BP FILED,"('2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26', '2007-09-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2012,Proposed,2.0,1.0,-122.46266999999999,37.786092,RH-2,RH-2
0,2015-11-16,2955 20TH AV,0.0,0.0,7204004,2015-11-16,BP ISSUED,,,201506098540,True,2015-06-09,2015-06-09,2015-06-09,2015-11-16,BP ISSUED,"('2015-06-09', '2015-06-09', '2015-11-16', '2015-11-16', '2015-11-16', '2015-11-16')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2016,Building Permit Approved,2.0,1.0,-122.47639698299999,37.7335730542,RH-1(D),RH-1(D)
0,,740 39TH AV,,,1606037,2008-06-30,CONSTRUCTION,10/01/2009,2008-06-30,200404282452,False,2004-04-28,2008-06-30,2004-04-28,2008-06-30,CONSTRUCTION,"('2008-06-30',)",1982.0,"('CONSTRUCTION',)",3,2009,Under Construction,2.0,1.0,-122.49921299999998,37.774827,RH-2,RH-2
0,2009-03-17,417 LYON ST,0.0,0.0,1198004,2009-03-17,BP ISSUED,,,200804250691,True,2008-04-25,2009-03-17,2008-04-25,2009-03-17,BP ISSUED,"('2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17', '2009-03-17')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2016,Building Permit Approved,2.0,1.0,-122.443190264,37.7749254284,RH-3,RH-3
0,,446 CHENERY ST,0.0,0.0,6717012,2016-03-04,BP FILED,,,201603041244,True,2016-03-04,2016-03-04,2016-03-04,2016-03-04,BP FILED,"('2016-03-04',)",,"('BP FILED',)",1,2016,Proposed,1.0,0.0,-122.42973899999998,37.7361540169,RH-2,RH-2
0,2012-08-27,240 05TH ST,0.0,0.0,3732150,2012-08-27,BP ISSUED,,,201203196326,True,2012-03-19,2012-03-19,2012-03-19 00:00:00,2012-08-27,BP ISSUED,"('2012-03-19', '2012-03-19', '2012-08-27', '2012-08-27', '2012-08-27', '2012-08-27', '2012-08-27', '2012-08-27', '2012-08-27', '2012-08-27', '2012-08-27', '2012-08-27')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2014,Building Permit Approved,182.0,182.0,-122.4042771,37.7809568,MUR,MUR
0,2017-08-22,802 - 808 STEINER ST,0.0,0.0,0798056,2017-08-22,BP APPROVED,,,201109144615,False,2014-02-13,2014-02-13,,2017-08-22,BP APPROVED,"('2014-02-13', '2017-08-22')",,"('PL APPROVED', 'BP APPROVED')",2,2017,Building Permit Approved,3.0,3.0,-122.4327697754,37.776958465599996,,
0,,HUNTERS POINT EXPY,3345.0,3089.0,4886008,2010-08-03,PL APPROVED,,,,True,2007-08-24,2007-12-03,2007-08-24,2010-08-03,PL APPROVED,"('2007-12-03', '2007-12-03', '2007-12-03', '2007-12-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03', '2010-08-03')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2015,Proposed,10500.0,10237.0,-122.380302389,37.7146878859,P,P
0,,800 29TH AV,0.0,0.0,1671013,2017-01-26,BP FILED,,,201701267976,False,2017-01-26,2017-01-26,,2017-01-26,BP FILED,"('2017-01-26', '2017-01-26')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,-122.4883117676,37.7741127014,,
0,,726 PRESIDIO AV,0.0,0.0,1055013,2016-07-25,BP FILED,,,201607253286,False,2014-11-12,2014-11-12,2014-11-12,2016-07-25,BP FILED,"('2014-11-12', '2014-11-12', '2014-11-12', '2014-11-12', '2014-11-12', '2014-11-12', '2014-11-12', '2016-07-25', '2016-07-25', '2016-07-25', '2016-07-25')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,7.0,4.0,-122.445930481,37.784992218,,
0,2017-03-21,325 FREMONT ST,0.0,0.0,3747012,2017-03-21,BP ISSUED,,,201605046495,False,2004-07-08,2008-03-27,2004-07-08,2017-03-21,BP ISSUED,"('2008-03-27', '2008-03-27', '2008-03-27', '2008-03-27', '2009-08-05', '2010-12-17', '2010-12-17', '2010-12-17', '2010-12-17', '2010-12-17', '2010-12-17', '2010-12-17', '2010-12-17', '2010-12-17', '2010-12-17', '2013-05-02', '2013-05-02', '2013-05-02', '2013-05-02', '2014-06-09', '2014-07-17', '2014-07-17', '2014-07-17', '2014-07-17', '2014-07-17', '2014-07-17', '2014-07-17', '2016-05-06', '2016-05-06', '2016-05-06', '2017-03-21', '2017-03-21')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,119.0,119.0,-122.3929443359,37.7877731323,RH DTR,RH DTR
0,,2507 FOLSOM ST,0.0,0.0,3613030,2016-03-02,PL FILED,,,,False,2016-03-02,2016-03-02,2016-03-02,2016-03-02,PL FILED,"('2016-03-02', '2016-03-02', '2016-03-02', '2016-03-02', '2016-03-02', '2016-03-02')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,6.0,6.0,-122.4142608643,37.7571296692,,
0,2016-06-22,400 HEARST AV,0.0,0.0,3116006,2016-11-09,CONSTRUCTION,04/01/2017,2016-08-05,201410038023,False,2014-09-26,2014-09-26,2014-09-26,2016-11-09,CONSTRUCTION,"('2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2015-10-01', '2015-10-01', '2015-10-01', '2016-06-22', '2016-08-05', '2016-11-09', '2016-11-09')",918.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.44681065700001,37.730828770100004,RH-1,RH-1
0,,2219 31ST AV,0.0,0.0,2318005,2016-09-27,CONSTRUCTION,10/01/2016,2016-09-27,201503090303,False,2015-03-09,2015-03-09,2015-03-09,2016-09-27,CONSTRUCTION,"('2015-03-09', '2015-03-09', '2015-03-09', '2015-03-09', '2015-03-09', '2015-03-09', '2016-09-27')",572.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",3,2016,Under Construction,2.0,1.0,-122.48910772100001,37.7457834975,RH-1,RH-1
0,,2799 24TH ST,0.0,0.0,4266035,2015-06-18,PL FILED,,,201608296214,False,2014-08-15,2015-06-18,2014-08-15,2015-06-18,PL FILED,"('2015-06-18', '2015-06-18', '2015-06-18', '2015-06-18', '2015-06-18', '2015-06-18', '2015-06-18', '2015-06-18', '2015-06-18')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,7.0,7.0,-122.40802001950001,37.7526473999,,
0,2012-10-24,430 03RD AV,0.0,0.0,1542039,2012-10-24,BP ISSUED,,,201001225204,False,2010-01-22,2010-01-22,2010-01-22,2012-10-24,BP ISSUED,"('2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2010-01-22', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24', '2012-10-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,3.0,1.0,-122.46069335940001,37.780494689899996,RH-3,RH-3
0,2014-09-18,715 KIRKHAM ST,0.0,0.0,1857037,2015-05-29,CONSTRUCTION,04/01/2016,2015-02-23,201307222456,False,2013-07-22,2013-07-22,2013-07-22,2015-05-29,CONSTRUCTION,"('2013-07-22', '2013-07-22', '2013-07-22', '2013-07-22', '2014-09-18', '2015-02-23', '2015-05-29', '2015-05-29', '2015-05-29', '2015-05-29', '2015-05-29')",984.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,2.0,-122.46853700000001,37.7599548603,RH-2,RH-2
